%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83990.682,301.000,0.972,10.022,48.816,-0.095,-15.456,13.175,4.603,-20.250,35.581,-23.348,-20.394,-16.589,-12.838,-11.046,40.356,27.241,-38.262,-10.136,15.056,-56.854,-6.000,-544.798,-289.718,14.557,-121.332,215.601
83994.709,301.000,0.972,10.013,48.737,-0.255,-14.807,13.063,3.853,-19.937,36.554,-23.245,-21.035,-15.412,-13.954,-10.525,40.145,26.496,-36.485,-9.927,15.886,-57.304,-6.000,-544.798,-289.718,14.557,-121.316,215.601
84010.821,301.000,0.972,10.012,48.737,-0.095,-15.023,13.286,3.211,-20.146,36.338,-23.763,-20.608,-16.268,-12.838,-10.942,39.723,27.667,-38.471,-9.300,15.575,-55.953,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83998.737,301.001,0.972,10.013,48.737,0.065,-14.699,13.510,4.603,-20.563,36.662,-23.452,-21.355,-16.161,-12.615,-10.421,39.828,26.816,-35.962,-10.240,15.679,-55.953,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83994.709,301.001,0.972,10.021,48.816,0.225,-13.510,12.505,4.603,-19.833,36.121,-23.141,-21.035,-16.054,-13.061,-10.421,39.723,27.561,-35.440,-8.882,15.367,-55.953,-6.000,-544.798,-289.718,14.557,-121.332,215.590
83994.709,301.001,0.972,10.021,48.816,0.065,-14.051,13.063,3.960,-20.250,36.878,-23.245,-20.501,-15.947,-13.508,-10.213,39.934,27.029,-38.367,-8.569,15.990,-55.953,-6.000,-544.798,-289.718,14.557,-121.300,215.601
84002.765,301.003,0.972,10.037,48.974,-0.095,-13.726,13.286,3.318,-20.146,36.013,-23.245,-20.181,-16.054,-11.945,-10.942,39.934,28.199,-38.890,-8.778,15.990,-54.827,-6.000,-544.798,-289.718,14.557,-121.316,215.621
83994.709,300.997,0.972,10.005,48.658,-0.095,-14.051,12.840,4.282,-20.772,36.446,-23.245,-20.928,-16.054,-12.838,-10.525,39.089,27.135,-38.471,-9.404,16.302,-54.377,-6.000,-544.798,-289.718,14.557,-121.316,215.621
83998.737,301.000,0.972,9.997,48.579,0.065,-13.618,13.286,4.174,-19.728,35.581,-23.660,-20.287,-16.268,-12.389,-10.525,40.251,27.241,-38.367,-9.195,14.952,-55.390,-6.000,-544.798,-289.718,14.557,-121.300,215.590
83990.682,300.998,0.972,10.005,48.658,0.065,-13.510,12.951,4.067,-19.520,36.554,-23.660,-20.715,-15.519,-12.836,-10.629,38.877,27.880,-38.367,-9.509,15.679,-55.953,-6.000,-544.798,-289.718,14.557,-121.283,215.580
83986.654,301.000,0.972,10.006,48.658,0.065,-13.510,13.398,3.960,-20.250,36.013,-23.141,-20.608,-15.733,-12.278,-12.088,40.251,26.922,-37.008,-9.613,15.263,-55.165,-6.000,-544.798,-289.718,14.557,-121.316,215.621
83974.570,301.001,0.972,10.006,48.658,0.065,-14.375,12.616,4.174,-20.981,35.905,-22.414,-20.287,-15.626,-13.171,-11.255,39.406,27.237,-37.530,-10.449,15.056,-55.953,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83998.737,301.001,0.972,9.997,48.579,-0.095,-14.051,13.063,4.389,-19.937,35.148,-23.348,-20.715,-15.733,-12.501,-10.734,39.934,27.024,-36.276,-9.195,14.640,-56.291,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83998.737,300.997,0.972,9.997,48.579,0.065,-13.834,13.510,4.067,-20.042,36.230,-23.971,-20.287,-15.304,-12.724,-11.567,39.512,27.982,-35.544,-10.031,15.159,-56.741,-6.000,-544.798,-289.718,14.557,-121.332,215.601
83998.737,300.995,0.972,10.005,48.658,-0.255,-13.943,13.733,3.960,-19.833,36.230,-23.141,-20.394,-15.733,-12.389,-11.984,39.617,28.195,-36.276,-9.822,15.575,-55.278,-6.000,-544.798,-289.718,14.557,-121.300,215.611
83986.654,300.997,0.972,9.998,48.579,-0.095,-14.375,13.175,4.282,-20.355,36.662,-23.556,-20.715,-16.054,-12.948,-10.942,38.878,27.769,-37.426,-10.658,15.575,-55.832,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83994.709,300.998,0.972,9.989,48.500,-0.255,-13.618,12.728,3.853,-19.937,35.905,-23.556,-21.142,-15.840,-13.394,-11.567,40.251,26.918,-37.844,-9.822,15.471,-55.494,-6.000,-544.798,-289.718,14.557,-121.283,215.621
83990.682,300.998,0.972,9.989,48.500,-0.095,-13.943,13.398,3.425,-20.042,36.338,-23.971,-20.928,-15.733,-12.613,-10.838,39.406,28.195,-38.158,-10.972,15.575,-56.507,-6.000,-544.798,-289.718,14.557,-121.300,215.590
83998.737,301.000,0.972,9.997,48.579,0.225,-13.726,13.398,4.067,-20.668,36.121,-22.830,-21.355,-15.733,-12.724,-11.880,40.357,27.876,-38.785,-10.867,15.886,-55.607,-6.000,-544.798,-289.718,14.557,-121.300,215.590
83994.709,300.998,0.972,9.997,48.579,0.065,-14.591,13.621,4.817,-20.146,36.338,-23.245,-20.394,-16.268,-12.724,-10.942,39.934,27.769,-38.158,-9.509,16.198,-55.156,-6.000,-544.798,-289.718,14.557,-121.300,215.580
