%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82041.959,299.546,0.954,9.828,46.082,-0.169,-18.160,16.747,31.045,-15.657,-2.807,-20.864,-18.581,-14.662,-12.391,-10.527,38.354,9.790,-41.920,24.073,-52.651,21.322,-7.000,-544.798,-289.718,14.557,-90.212,215.560
82050.022,299.546,0.954,9.828,46.082,-0.329,-18.809,16.861,30.403,-15.970,-3.563,-20.345,-18.581,-13.806,-10.493,-11.152,37.720,10.322,-42.443,24.596,-52.754,22.563,-7.000,-544.798,-289.718,14.557,-90.212,215.560
82045.991,299.545,0.954,9.836,46.161,-0.169,-18.160,16.638,31.687,-16.179,-2.915,-20.345,-18.261,-14.127,-10.270,-9.693,37.086,10.747,-42.338,23.968,-52.029,22.225,-7.000,-544.798,-289.718,14.557,-90.212,215.560
82041.959,299.545,0.954,9.837,46.161,-0.169,-17.403,16.303,31.259,-15.242,-4.102,-20.864,-18.154,-14.555,-10.940,-9.589,38.037,10.534,-42.861,24.282,-52.133,22.676,-7.000,-544.798,-289.718,14.557,-90.179,215.570
82037.928,299.543,0.954,9.837,46.161,-0.329,-16.755,16.526,31.473,-15.451,-3.023,-20.656,-18.795,-14.341,-11.386,-9.901,38.459,10.747,-42.547,23.549,-50.371,21.773,-7.000,-544.798,-289.718,14.557,-90.212,215.570
82045.991,299.543,0.954,9.836,46.161,-0.329,-16.863,17.420,30.510,-15.659,-3.239,-20.241,-18.475,-14.127,-9.265,-10.527,38.142,11.598,-41.920,24.596,-50.993,22.563,-7.000,-544.798,-289.718,14.557,-90.179,215.570
82050.022,299.545,0.954,9.861,46.398,0.151,-16.755,16.750,31.259,-16.077,-3.023,-20.137,-18.581,-13.913,-10.047,-8.651,36.980,11.279,-40.248,23.654,-51.822,21.548,-7.000,-544.798,-289.718,14.557,-90.245,215.539
82041.959,299.545,0.954,9.837,46.161,-0.169,-16.863,17.085,31.473,-15.346,-3.239,-20.552,-18.047,-14.769,-9.824,-9.693,37.720,12.450,-40.875,24.805,-53.480,21.548,-7.000,-544.798,-289.718,14.557,-90.212,215.560
82033.897,299.543,0.954,9.845,46.240,-0.009,-17.620,16.861,31.045,-15.451,-2.483,-20.552,-18.154,-13.806,-10.605,-11.256,38.037,11.918,-40.352,25.852,-54.516,19.856,-7.000,-544.798,-289.718,14.557,-90.212,215.560
82037.928,299.542,0.954,9.862,46.398,-0.329,-18.593,16.973,30.295,-15.764,-3.455,-20.864,-18.688,-14.555,-10.270,-12.401,38.142,10.428,-38.993,23.445,-56.175,20.532,-7.000,-544.798,-289.718,14.557,-90.212,215.570
