%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83708.726,300.355,0.971,9.997,48.517,0.139,-13.512,13.956,4.496,-20.775,36.769,-23.144,-20.714,-15.839,-12.280,-9.796,39.722,28.092,-34.289,-11.703,16.094,-55.727,-6.000,-544.798,-289.718,14.557,-121.300,215.590
83704.698,300.354,0.971,9.973,48.280,0.139,-12.864,13.509,4.282,-19.627,35.796,-23.040,-20.714,-16.053,-11.945,-9.587,40.356,27.986,-34.812,-12.330,15.159,-55.840,-6.000,-544.798,-289.718,14.557,-121.316,215.590
83696.643,300.355,0.971,9.973,48.280,0.459,-13.080,13.733,4.603,-20.044,36.986,-23.455,-20.180,-15.197,-12.614,-10.317,40.144,28.092,-33.976,-13.062,15.574,-56.853,-6.000,-544.798,-289.718,14.557,-121.283,215.611
83696.643,300.355,0.971,9.973,48.280,-0.181,-13.620,14.291,4.068,-19.836,36.769,-22.729,-20.394,-16.160,-11.610,-10.525,40.039,27.986,-33.976,-13.166,15.159,-56.403,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83712.754,300.355,0.971,9.972,48.280,-0.021,-13.728,14.068,4.817,-20.358,36.661,-22.936,-20.394,-15.839,-12.503,-10.629,40.144,28.518,-33.557,-13.062,15.367,-56.741,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83716.782,300.360,0.971,9.964,48.201,0.139,-14.053,13.733,4.282,-20.044,36.012,-22.936,-20.607,-15.839,-13.173,-10.317,40.039,27.560,-32.721,-12.435,14.951,-57.866,-6.000,-544.798,-289.718,14.557,-121.332,215.601
83724.838,300.357,0.971,9.988,48.438,0.299,-14.377,13.063,4.175,-20.149,36.661,-23.663,-20.928,-16.053,-13.508,-10.733,39.722,28.305,-33.453,-12.330,15.367,-58.654,-6.000,-544.798,-289.718,14.557,-121.332,215.590
83708.726,300.357,0.971,9.956,48.122,-0.021,-14.485,13.509,3.105,-20.566,36.661,-22.936,-20.928,-16.482,-12.503,-11.463,40.356,28.305,-33.557,-12.748,15.159,-57.191,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83712.754,300.359,0.971,9.964,48.201,-0.021,-15.242,12.839,4.496,-20.880,36.553,-23.455,-20.821,-16.375,-13.173,-11.046,40.039,28.305,-33.453,-13.062,15.471,-57.416,-6.000,-544.798,-289.718,14.557,-121.300,215.621
83712.754,300.357,0.971,9.964,48.201,0.139,-14.377,13.509,3.747,-19.731,36.553,-23.040,-21.035,-16.268,-13.731,-10.421,40.039,28.837,-33.662,-12.539,15.055,-57.641,-6.000,-544.798,-289.718,14.557,-121.300,215.611
