%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83728.866,300.164,0.972,10.063,49.202,0.246,-12.647,13.398,4.496,-20.146,36.661,-23.455,-20.077,-15.732,-13.619,-10.108,40.989,26.279,-40.672,-11.912,16.197,-55.502,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83720.810,300.168,0.972,10.064,49.202,0.086,-12.755,14.402,4.068,-20.146,37.202,-23.352,-20.077,-15.518,-13.061,-11.254,40.250,27.981,-39.418,-11.285,16.716,-55.727,-6.000,-544.798,-289.718,14.557,-121.300,215.621
83732.894,300.160,0.972,10.038,48.965,0.246,-13.296,13.844,4.924,-19.937,36.877,-22.833,-20.611,-15.839,-12.391,-10.525,40.567,28.407,-39.418,-11.494,15.990,-55.052,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83732.894,300.162,0.972,10.063,49.202,0.246,-13.404,13.844,4.924,-20.146,37.310,-22.625,-20.183,-15.839,-12.838,-9.691,40.250,28.194,-38.686,-10.867,16.924,-55.502,-6.000,-544.798,-289.718,14.557,-121.316,215.590
83720.810,300.162,0.972,10.063,49.202,0.086,-12.215,13.733,4.389,-19.937,36.553,-23.144,-20.397,-15.732,-11.945,-10.421,40.672,27.449,-37.849,-10.867,16.924,-54.939,-6.000,-544.798,-289.718,14.557,-121.283,215.601
83724.838,300.157,0.972,10.087,49.439,0.246,-12.755,14.737,4.175,-19.519,37.310,-23.559,-20.077,-15.304,-12.280,-10.629,40.144,27.662,-37.849,-11.181,16.405,-55.727,-6.000,-544.798,-289.718,14.557,-121.349,215.621
83728.866,300.157,0.972,10.063,49.202,0.086,-12.864,14.514,4.496,-19.624,36.986,-22.521,-20.717,-16.160,-11.945,-11.776,40.356,27.556,-38.477,-10.972,15.678,-54.376,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83728.866,300.160,0.972,10.071,49.281,0.086,-13.188,14.179,5.032,-20.459,36.986,-22.729,-20.290,-15.946,-12.838,-10.629,39.722,27.769,-39.104,-11.390,16.094,-54.939,-6.000,-544.798,-289.718,14.557,-121.332,215.611
83736.922,300.162,0.972,10.071,49.281,0.406,-12.215,13.956,4.282,-19.311,36.661,-23.040,-20.183,-15.625,-12.280,-10.629,40.461,27.556,-39.208,-10.763,16.301,-54.827,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83740.950,300.164,0.972,10.070,49.281,0.086,-12.755,13.956,4.710,-19.832,37.202,-22.936,-20.397,-15.411,-13.284,-10.212,40.144,27.769,-40.881,-10.240,16.716,-55.164,-6.000,-544.798,-289.718,14.557,-121.283,215.601
83732.894,300.160,0.972,10.055,49.123,0.406,-12.323,14.514,4.175,-19.832,36.986,-22.625,-20.824,-15.946,-12.391,-11.359,40.250,26.917,-39.418,-10.136,17.236,-53.588,-6.000,-544.798,-289.718,14.557,-121.283,215.611
83720.810,300.157,0.972,10.063,49.202,0.086,-12.864,13.733,4.710,-20.459,36.769,-22.729,-20.717,-15.518,-12.056,-10.838,39.299,27.662,-39.418,-11.076,16.301,-53.813,-6.000,-544.798,-289.718,14.557,-121.300,215.611
83720.810,300.160,0.972,10.055,49.123,-0.234,-11.891,13.174,4.817,-19.624,35.904,-23.040,-19.970,-15.732,-12.503,-10.421,40.884,27.769,-40.568,-9.509,15.886,-53.926,-6.000,-544.798,-289.718,14.557,-121.300,215.621
83728.866,300.160,0.972,10.063,49.202,0.086,-11.999,13.956,4.175,-19.937,36.986,-23.559,-20.397,-15.304,-13.284,-11.046,40.989,27.449,-40.568,-10.345,16.301,-55.164,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83736.922,300.154,0.972,10.062,49.202,0.086,-12.431,14.626,4.282,-19.832,37.418,-23.040,-20.717,-16.481,-12.056,-10.942,40.884,27.024,-38.581,-12.435,16.405,-54.939,-6.000,-544.798,-289.718,14.557,-121.300,215.611
83724.838,300.159,0.972,10.063,49.202,-0.074,-12.431,14.068,4.603,-20.459,36.553,-23.144,-20.504,-15.946,-12.838,-10.212,39.510,27.343,-37.745,-13.375,15.990,-55.164,-6.000,-544.798,-289.718,14.557,-121.283,215.601
83724.838,300.162,0.972,10.079,49.360,0.086,-13.080,13.956,4.710,-19.937,37.094,-23.352,-20.183,-16.160,-12.726,-9.691,40.250,27.556,-37.013,-11.808,15.263,-55.615,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83724.838,300.162,0.972,10.079,49.360,0.246,-13.080,13.509,4.817,-19.519,37.634,-23.144,-19.863,-15.197,-12.949,-10.421,40.250,28.726,-37.013,-12.330,15.574,-56.966,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83724.838,300.157,0.972,10.071,49.281,-0.074,-13.620,14.179,3.747,-19.624,36.986,-23.144,-20.183,-15.625,-11.610,-10.421,40.673,28.939,-38.267,-11.912,15.782,-55.840,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83724.838,300.154,0.972,10.063,49.202,0.086,-14.161,14.068,4.496,-20.459,36.553,-22.521,-20.183,-14.983,-12.056,-9.900,39.722,28.832,-38.581,-12.644,16.197,-55.502,-6.000,-544.798,-289.718,14.557,-121.332,215.611
83724.838,300.157,0.972,10.055,49.123,0.086,-13.080,13.844,4.710,-19.832,36.337,-22.625,-20.183,-15.732,-12.168,-9.796,40.461,27.662,-39.940,-11.181,16.094,-55.615,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83728.866,300.160,0.972,10.047,49.044,0.086,-12.755,13.733,4.389,-19.519,36.769,-23.144,-19.970,-14.876,-12.949,-9.900,40.250,27.237,-40.149,-10.554,16.924,-54.376,-6.000,-544.798,-289.718,14.557,-121.316,215.590
83728.866,300.159,0.972,10.079,49.360,0.406,-12.972,14.514,4.175,-19.728,36.986,-22.936,-20.077,-15.197,-11.833,-10.733,40.144,26.811,-40.045,-10.031,16.613,-53.926,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83724.838,300.159,0.972,10.071,49.281,-0.074,-12.431,14.402,5.032,-20.250,36.986,-22.625,-20.290,-14.983,-11.833,-9.900,40.144,27.343,-38.372,-13.062,16.924,-53.701,-6.000,-544.798,-289.718,14.557,-121.316,215.601
83724.838,300.165,0.972,10.071,49.281,0.406,-12.215,14.179,4.603,-19.206,36.445,-22.417,-19.756,-16.160,-12.726,-10.317,39.933,27.237,-37.954,-11.076,15.886,-54.601,-6.000,-544.798,-289.718,14.557,-121.316,215.590
83724.838,300.159,0.972,10.079,49.360,0.086,-12.323,13.844,4.603,-19.728,36.877,-23.144,-20.077,-14.983,-13.173,-10.421,40.461,26.279,-37.326,-10.449,15.990,-55.389,-6.000,-544.798,-289.718,14.557,-121.267,215.621
83724.838,300.157,0.972,10.071,49.281,-0.394,-12.864,14.179,3.533,-19.832,36.445,-23.040,-20.290,-15.197,-12.056,-11.359,39.933,27.237,-36.908,-11.494,15.678,-55.164,-6.000,-544.798,-289.718,14.557,-121.349,215.611
83720.810,300.157,0.972,10.055,49.123,-0.074,-13.404,14.291,4.817,-20.041,36.661,-22.729,-20.290,-15.625,-12.838,-10.838,40.144,28.300,-36.281,-12.853,15.471,-55.615,-6.000,-544.798,-289.718,14.557,-121.300,215.621
83724.838,300.156,0.972,10.095,49.518,-0.074,-14.053,14.179,4.282,-19.206,36.769,-23.559,-20.504,-16.481,-13.061,-10.004,40.039,28.620,-39.104,-11.390,15.263,-56.403,-6.000,-544.798,-289.718,14.557,-121.300,215.601
83728.866,300.157,0.972,10.055,49.123,0.246,-13.512,13.621,4.603,-20.041,36.986,-22.625,-20.504,-15.197,-13.396,-10.108,40.356,27.875,-37.954,-11.390,15.471,-56.853,-6.000,-544.798,-289.718,14.557,-121.283,215.601
83708.726,300.154,0.972,10.056,49.123,0.246,-13.728,14.179,3.426,-20.041,37.310,-23.144,-20.290,-15.946,-12.391,-10.525,39.510,29.152,-38.163,-12.121,15.886,-56.628,-6.000,-544.798,-289.718,14.557,-121.316,215.611
83728.866,300.159,0.972,10.063,49.202,0.086,-13.620,14.626,4.603,-20.563,36.986,-22.936,-20.504,-15.839,-12.838,-10.004,41.095,28.194,-38.163,-11.494,15.782,-56.403,-6.000,-544.798,-289.718,14.557,-121.316,215.590
83728.866,300.159,0.972,10.055,49.123,0.086,-14.161,13.956,4.817,-20.041,36.661,-22.833,-19.970,-16.374,-12.614,-9.796,40.356,28.407,-39.208,-11.076,16.197,-56.065,-6.000,-544.798,-289.718,14.557,-121.332,215.601
83724.838,300.157,0.972,10.055,49.123,-0.074,-13.404,13.398,4.389,-19.624,36.661,-22.936,-19.863,-15.625,-13.061,-9.796,40.673,27.769,-37.117,-10.449,15.886,-55.840,-6.000,-544.798,-289.718,14.557,-121.316,215.621
83724.838,300.159,0.972,10.055,49.123,-0.074,-12.972,14.291,4.068,-19.832,37.418,-23.248,-19.543,-15.518,-12.056,-10.004,40.250,27.449,-37.954,-10.763,16.094,-55.615,-6.000,-544.798,-289.718,14.557,-121.316,215.611
