%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83712.754,298.269,0.978,9.927,48.173,0.224,-5.080,8.374,0.535,-23.490,35.904,-24.182,-21.568,-17.017,-13.954,-10.942,40.468,29.795,-25.926,-8.046,17.651,-49.986,-5.000,-544.798,-289.718,14.557,-121.316,215.580
83704.698,298.264,0.978,9.903,47.937,-0.096,-5.728,8.485,0.321,-23.594,35.688,-24.493,-21.248,-17.124,-14.512,-10.004,39.517,29.688,-26.449,-8.046,17.651,-49.310,-5.000,-544.798,-289.718,14.557,-121.300,215.590
83708.726,298.269,0.978,9.927,48.173,0.224,-4.431,8.262,0.321,-23.385,34.607,-24.597,-21.462,-16.910,-14.624,-9.483,40.468,29.263,-27.494,-7.628,17.547,-49.198,-5.000,-544.798,-289.718,14.557,-121.300,215.580
83700.671,298.266,0.978,9.919,48.094,0.224,-4.647,8.150,0.107,-23.382,35.904,-24.805,-21.248,-16.696,-14.624,-10.004,40.151,29.582,-27.494,-7.628,17.859,-50.098,-5.000,-544.798,-289.718,14.557,-121.332,215.580
83704.698,298.262,0.978,9.903,47.937,0.224,-4.539,8.820,0.321,-23.590,35.364,-24.286,-21.996,-17.445,-13.731,-11.046,39.728,28.731,-26.971,-7.628,17.340,-48.860,-5.000,-544.798,-289.718,14.557,-121.316,215.590
83708.726,298.264,0.978,9.919,48.094,0.224,-5.404,8.374,0.535,-23.382,35.580,-24.078,-21.141,-17.231,-14.512,-9.379,39.094,29.050,-26.971,-7.941,17.340,-48.635,-5.000,-544.798,-289.718,14.557,-121.332,215.601
83704.698,298.267,0.978,9.927,48.173,0.224,-4.323,8.374,0.107,-23.173,34.607,-24.078,-21.038,-16.910,-14.512,-9.587,40.362,28.731,-26.135,-7.628,17.859,-49.423,-5.000,-544.798,-289.718,14.557,-121.316,215.601
83716.782,298.275,0.978,9.918,48.094,0.224,-4.864,8.597,0.000,-23.068,35.796,-24.908,-20.717,-16.589,-14.289,-9.379,39.622,29.369,-26.658,-8.150,17.859,-49.986,-5.000,-544.798,-289.718,14.557,-121.300,215.580
83712.754,298.267,0.978,9.919,48.094,0.224,-4.539,8.820,0.321,-23.068,35.688,-24.389,-21.785,-17.445,-13.840,-10.317,39.517,28.624,-26.135,-7.941,17.547,-48.973,-5.000,-544.798,-289.718,14.557,-121.332,215.611
83704.698,298.264,0.978,9.943,48.331,0.064,-5.620,8.374,0.107,-23.799,35.796,-24.701,-21.251,-17.017,-14.622,-9.275,38.671,29.369,-25.926,-7.837,17.132,-49.761,-5.000,-544.798,-289.718,14.557,-121.300,215.611
