%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82013.740,300.167,0.952,10.082,48.377,0.110,-8.323,16.970,32.330,-18.475,-5.074,-25.950,-25.630,-22.796,-15.628,-23.763,35.501,9.151,-35.125,28.054,-37.001,26.512,-9.000,-544.798,-289.718,14.557,-90.228,215.590
82021.802,300.174,0.952,10.090,48.456,0.110,-7.999,16.077,32.009,-18.371,-6.370,-25.950,-25.630,-22.903,-16.187,-21.470,35.818,9.470,-35.230,27.949,-38.037,26.512,-9.000,-544.798,-289.718,14.557,-90.212,215.601
82013.740,300.166,0.952,10.090,48.456,0.431,-7.999,16.859,31.688,-18.162,-5.398,-26.884,-26.057,-22.582,-16.075,-21.262,35.712,10.002,-35.962,27.845,-37.726,26.286,-9.000,-544.798,-289.718,14.557,-90.196,215.560
82021.802,300.169,0.952,10.106,48.614,0.271,-8.540,17.305,31.580,-18.162,-5.182,-25.950,-25.843,-22.582,-14.959,-23.242,36.980,9.896,-36.798,28.682,-37.934,26.963,-9.000,-544.798,-289.718,14.557,-90.196,215.580
82029.865,300.164,0.952,10.081,48.377,0.271,-9.188,17.305,32.009,-18.580,-5.290,-25.431,-25.416,-23.117,-15.294,-21.887,35.607,9.790,-36.589,27.949,-37.934,26.737,-9.000,-544.798,-289.718,14.557,-90.212,215.570
82025.834,300.164,0.952,10.090,48.456,0.591,-8.323,16.524,32.758,-17.745,-5.722,-25.950,-26.057,-23.117,-15.182,-21.991,35.712,9.470,-36.589,28.682,-38.141,26.850,-9.000,-544.798,-289.718,14.557,-90.196,215.570
82025.834,300.164,0.952,10.098,48.535,0.271,-8.864,17.752,31.795,-18.058,-5.398,-26.884,-25.950,-22.582,-14.735,-22.929,35.184,10.109,-37.007,28.368,-38.452,25.835,-9.000,-544.798,-289.718,14.557,-90.212,215.580
82021.802,300.164,0.952,10.082,48.377,0.271,-8.756,17.752,32.437,-18.267,-5.290,-25.327,-25.950,-22.154,-13.842,-26.473,35.818,10.428,-36.693,28.892,-38.555,26.963,-9.000,-544.798,-289.718,14.557,-90.212,215.580
82017.771,300.159,0.952,10.115,48.693,0.431,-9.945,17.193,32.437,-17.954,-4.858,-25.327,-24.882,-22.475,-13.619,-27.411,35.501,10.322,-36.171,29.101,-38.555,27.301,-9.000,-544.798,-289.718,14.557,-90.212,215.580
82021.802,300.167,0.952,10.106,48.614,0.271,-8.756,16.970,32.544,-17.849,-5.074,-25.638,-25.203,-21.940,-14.624,-26.785,36.452,9.790,-35.543,28.787,-37.104,26.963,-9.000,-544.798,-289.718,14.557,-90.212,215.570
