%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
81989.551,300.178,0.952,9.949,47.092,-0.155,0.108,15.742,31.152,-20.772,-7.449,-28.748,-29.901,-28.147,-20.987,-23.759,36.975,13.407,-26.348,30.253,-26.844,28.881,-10.000,-544.798,-289.718,14.557,-90.163,215.580
81989.551,300.175,0.952,9.941,47.013,-0.155,-1.081,14.961,31.152,-20.772,-7.233,-29.267,-29.581,-28.682,-21.210,-23.030,35.073,13.088,-26.662,29.624,-26.844,28.655,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81993.583,300.180,0.952,9.940,47.013,0.005,-1.081,14.514,31.152,-20.668,-7.989,-29.163,-29.688,-27.398,-21.545,-23.759,37.186,12.875,-26.453,30.148,-27.984,28.543,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81985.520,300.174,0.951,9.932,46.934,-0.315,-0.973,15.407,30.724,-20.354,-7.233,-29.475,-30.008,-27.612,-20.540,-25.114,36.658,13.620,-27.707,30.148,-27.777,28.430,-10.000,-544.798,-289.718,14.557,-90.179,215.580
81981.488,300.177,0.951,9.966,47.250,-0.315,-1.189,15.631,31.795,-20.772,-7.881,-28.956,-30.329,-27.933,-20.652,-25.948,37.397,12.982,-27.080,29.834,-28.295,28.091,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81989.551,300.178,0.952,9.932,46.934,0.005,-1.838,15.296,31.152,-20.354,-7.665,-28.960,-29.688,-28.468,-21.322,-25.635,37.820,12.769,-27.707,30.462,-28.813,28.543,-10.000,-544.798,-289.718,14.557,-90.163,215.590
81989.551,300.177,0.952,9.957,47.171,-0.315,-1.513,14.849,31.473,-20.041,-7.017,-28.856,-29.901,-27.933,-21.657,-24.489,36.869,12.450,-27.603,30.881,-28.191,28.655,-10.000,-544.798,-289.718,14.557,-90.163,215.590
81989.551,300.180,0.952,9.932,46.934,-0.155,-1.730,15.631,30.617,-20.041,-7.233,-29.168,-29.581,-27.398,-20.205,-24.697,36.235,12.556,-27.603,30.881,-28.295,28.994,-10.000,-544.798,-289.718,14.557,-90.130,215.590
81993.583,300.178,0.952,9.932,46.934,-0.315,-1.621,16.189,31.795,-21.189,-6.910,-28.441,-30.008,-27.612,-20.317,-25.218,35.285,12.982,-27.394,30.253,-28.606,28.994,-10.000,-544.798,-289.718,14.557,-90.163,215.570
81993.583,300.178,0.952,9.940,47.013,-0.155,-2.594,15.184,31.473,-19.624,-7.017,-28.753,-29.047,-28.147,-20.317,-27.094,35.707,12.982,-27.080,30.881,-28.398,28.768,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81985.520,300.177,0.951,9.958,47.171,-0.315,-1.621,14.849,31.152,-19.937,-6.586,-28.960,-29.367,-26.863,-20.987,-29.803,36.341,12.875,-27.394,30.671,-27.673,28.543,-10.000,-544.798,-289.718,14.557,-90.130,215.580
81989.551,300.178,0.952,9.941,47.013,-0.315,-2.054,15.854,30.617,-19.415,-7.233,-28.545,-29.474,-28.147,-20.987,-31.054,37.503,13.195,-27.184,30.776,-27.258,29.445,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81993.583,300.180,0.952,9.932,46.934,-0.315,-1.081,16.077,31.688,-20.459,-6.694,-28.753,-29.688,-28.040,-22.550,-29.595,36.447,13.301,-26.344,30.567,-26.844,29.107,-10.000,-544.798,-289.718,14.557,-90.163,215.560
81981.488,300.178,0.951,9.933,46.934,-0.155,-0.649,14.961,31.152,-20.250,-7.341,-28.856,-29.795,-28.361,-22.215,-29.178,36.552,12.982,-26.658,31.399,-26.637,29.107,-10.000,-544.798,-289.718,14.557,-90.147,215.590
81993.583,300.178,0.952,9.940,47.013,-0.155,-0.216,15.519,30.510,-20.250,-7.017,-29.791,-29.795,-27.398,-22.773,-29.803,36.447,12.876,-26.449,30.876,-26.015,28.430,-10.000,-544.798,-289.718,14.557,-90.163,215.570
81989.551,300.180,0.952,9.941,47.013,0.165,-0.865,15.631,30.617,-20.563,-7.125,-29.168,-30.115,-28.147,-21.210,-31.575,37.081,12.982,-26.344,30.562,-26.533,29.666,-10.000,-544.798,-289.718,14.557,-90.179,215.580
81997.614,300.180,0.952,9.948,47.092,0.005,-1.297,15.519,30.831,-21.189,-7.449,-29.168,-29.474,-28.361,-21.992,-30.220,36.447,13.514,-26.031,30.562,-26.326,29.102,-10.000,-544.798,-289.718,14.557,-90.179,215.570
81989.551,300.178,0.952,9.941,47.013,-0.155,-0.108,14.514,31.152,-20.354,-7.881,-29.064,-29.581,-28.468,-22.438,-29.074,37.609,13.727,-25.612,30.667,-26.740,29.102,-10.000,-544.798,-289.718,14.557,-90.147,215.570
81989.551,300.182,0.952,9.949,47.092,0.005,-0.757,15.631,30.403,-20.563,-7.017,-29.168,-29.901,-28.468,-23.220,-28.345,37.715,13.833,-26.240,31.085,-26.429,28.200,-10.000,-544.798,-289.718,14.557,-90.130,215.570
