%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
81953.269,300.287,0.951,10.029,47.819,0.025,-1.621,16.859,32.116,-20.668,-6.910,-29.786,-31.610,-30.180,-24.113,-25.531,37.292,14.365,-24.361,30.881,-26.740,28.881,-11.000,-544.798,-289.718,14.557,-90.163,215.580
81949.237,300.287,0.951,10.055,48.056,0.025,-1.189,16.747,32.330,-20.354,-7.881,-30.201,-30.969,-31.037,-23.331,-25.531,37.080,14.259,-24.780,31.090,-28.398,28.881,-11.000,-544.798,-289.718,14.557,-90.179,215.590
81949.237,300.283,0.951,10.030,47.819,0.345,-1.946,16.300,31.474,-20.041,-7.665,-30.616,-31.824,-29.645,-24.782,-26.365,37.080,14.472,-25.407,30.881,-27.569,28.543,-11.000,-544.798,-289.718,14.557,-90.179,215.590
81953.269,300.285,0.951,10.054,48.056,0.185,-2.162,16.412,31.581,-20.354,-7.557,-29.994,-31.824,-30.394,-23.219,-28.136,36.975,13.727,-25.302,30.985,-27.569,29.332,-11.000,-544.798,-289.718,14.557,-90.163,215.580
81953.269,300.285,0.951,10.063,48.135,0.025,-3.351,16.300,31.474,-20.563,-7.989,-30.097,-31.610,-30.287,-24.559,-28.032,36.341,13.833,-24.884,30.567,-27.362,29.332,-11.000,-544.798,-289.718,14.557,-90.163,215.570
81953.269,300.285,0.951,10.038,47.898,0.185,-2.594,16.189,31.260,-19.832,-8.853,-30.720,-31.396,-30.287,-24.559,-27.511,38.348,13.939,-24.780,31.509,-27.777,29.220,-11.000,-544.798,-289.718,14.557,-90.163,215.580
81949.237,300.285,0.951,10.054,48.056,0.025,-2.486,16.524,32.009,-20.563,-7.773,-31.032,-31.824,-30.180,-24.671,-26.990,37.820,14.472,-25.093,31.404,-26.947,28.994,-11.000,-544.798,-289.718,14.557,-90.163,215.549
81957.300,300.288,0.951,10.046,47.977,0.185,-2.054,16.524,31.581,-20.563,-7.989,-30.097,-31.824,-30.609,-24.782,-26.990,37.926,13.727,-24.989,31.613,-26.844,30.122,-11.000,-544.798,-289.718,14.557,-90.212,215.570
81953.269,300.285,0.951,10.054,48.056,0.185,-2.486,16.747,32.544,-20.563,-7.881,-30.097,-31.824,-30.823,-24.671,-24.906,37.292,13.301,-25.512,31.718,-25.911,29.784,-11.000,-544.798,-289.718,14.557,-90.147,215.570
81945.206,300.283,0.951,10.055,48.056,0.025,-1.081,16.077,32.116,-20.041,-7.881,-29.994,-31.397,-30.395,-24.113,-25.114,37.080,12.769,-24.989,31.404,-25.807,30.348,-11.000,-544.798,-289.718,14.557,-90.130,215.580
